Anexo;Segmento;item;CEST;NCM;Descri??o
XVII;PRODUTOS ALIMENT?CIOS;541;1705401;1905.31.00;"Biscoitos e bolachas n?o derivados de farinha de trigo dos tipos ""maisena"" e ""maria"" e outros de consumo popular que n?o sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denomina??o comercial, exceto o CEST 17.054.02"
XVII;PRODUTOS ALIMENT?CIOS;542;1705402;1905.31.00;"Biscoitos e bolachas n?o derivados de farinha de trigo dos tipos ""cream cracker"" e ""?gua e sal"" de consumo popular"
XVII;PRODUTOS ALIMENT?CIOS;560;1705600;1905.90.20;Biscoitos e bolachas derivados de farinha de trigo dos tipos ?cream cracker? e ??gua e sal?
XVII;PRODUTOS ALIMENT?CIOS;561;1705601;1905.90.20;Biscoitos e bolachas n?o derivados de farinha de trigo dos tipos ?cream cracker? e ??gua e sal?
XVII;PRODUTOS ALIMENT?CIOS;562;1705602;1905.90.20;Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01
XVII;PRODUTOS ALIMENT?CIOS;570;1705700;1905.32.00;?Waffles? e ?wafers? - sem cobertura
XVII;PRODUTOS ALIMENT?CIOS;580;1705800;1905.32.00;?Waffles? e ?wafers? - com cobertura
XVII;PRODUTOS ALIMENT?CIOS;590;1705900;1905.40.00;Torradas, p?o torrado e produtos semelhantes torrados
XVII;PRODUTOS ALIMENT?CIOS;600;1706000;1905.90.10;Outros p?es de forma
XVII;PRODUTOS ALIMENT?CIOS;620;1706200;1905.90.90;Outros p?es, exceto o classificado no CEST 17.062.03
XVII;PRODUTOS ALIMENT?CIOS;621;1706201;1905.90.90;Outros bolos industrializados e produtos de panifica??o n?o especificados anteriormente, incluindo as pizzas exceto os classificados nos CEST 17.062.02 e 17.062.03
XVII;PRODUTOS ALIMENT?CIOS;622;1706202;1905.90.20 1905.90.90;Casquinhas para sorvete
XVII;PRODUTOS ALIMENT?CIOS;623;1706203;1905.90.90;P?o franc?s at? 200g
XVII;PRODUTOS ALIMENT?CIOS;630;1706300;1905.10.00;P?o denominado knackebrot
XVII;PRODUTOS ALIMENT?CIOS;640;1706400;1905.90;Demais p?es industrializados
XVII;PRODUTOS ALIMENT?CIOS;650;1706500;1507.90.11;?leo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;660;1706600;1508;?leo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;670;1706700;1509;Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conte?do inferior ou igual a 20 mililitros
XVII;PRODUTOS ALIMENT?CIOS;671;1706701;1509;Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros
XVII;PRODUTOS ALIMENT?CIOS;672;1706702;1509;Azeites de oliva, em recipientes com capacidade superior a 5 litros
XVII;PRODUTOS ALIMENT?CIOS;680;1706800;1510.00.00;Outros ?leos e respectivas fra??es, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas n?o quimicamente modificados, e misturas desses ?leos ou fra??es com ?leos ou fra??es da posi??o 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;690;1706900;1512.19.11;?leo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;691;1706901;1512.29.10;?leo de algod?o refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;700;1707000;1514.1;?leo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;710;1707100;1515.19.00;?leo de linha?a refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;720;1707200;1515.29.10;?leo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;730;1707300;1512.29.90;Outros ?leos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;740;1707400;1517.90.10;Misturas de ?leos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte?do inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENT?CIOS;750;1707500;"151115131514151515161518";Outros ?leos vegetais comest?veis n?o especificados anteriormente
XVII;PRODUTOS ALIMENT?CIOS;760;1707600;1601.00.00;Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue exceto salsicha, lingui?a e mortadela
XVII;PRODUTOS ALIMENT?CIOS;770;1707700;1601.00.00;Salsicha e lingui?a, exceto as descritas nos CEST 17.077.01
XVII;PRODUTOS ALIMENT?CIOS;771;1707701;1601.00.00;Salsicha em lata
XVII;PRODUTOS ALIMENT?CIOS;780;1707800;1601.00.00;Mortadela
XVII;PRODUTOS ALIMENT?CIOS;790;1707900;16.02;Outras prepara??es e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06 e 17.079.07
XVII;PRODUTOS ALIMENT?CIOS;791;1707901;1602.31.00;Outras prepara??es e conservas de carne, de miudezas ou de sangue, de aves da posi??o 01.05: de peruas e de perus.
XVII;PRODUTOS ALIMENT?CIOS;792;1707902;1602.32.10;Outras prepara??es e conservas de carne, de miudezas ou de sangue, de aves da posi??o 01.05: de galos e de galinhas, com conte?do de carne ou de miudezas superior ou igual a 57 %, em peso, n?o cozidas
XVII;PRODUTOS ALIMENT?CIOS;793;1707903;1602.32.20;Outras prepara??es e conservas de carne, de miudezas ou de sangue, todas de aves da posi??o 01.05: de galos e de galinhas, com conte?do de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas
XVII;PRODUTOS ALIMENT?CIOS;794;1707904;1602.41.00;Outras prepara??es e conservas de carne, de miudezas ou de sangue, da esp?cie su?na: pernas e respectivos peda?os
XVII;PRODUTOS ALIMENT?CIOS;795;1707905;1602.49.00;Outras prepara??es e conservas de carne, de miudezas ou de sangue, da esp?cie su?na: outras, incluindo as misturas, exceto os descritos no CEST 17.079.07
XVII;PRODUTOS ALIMENT?CIOS;796;1707906;1602.50.00;Outras prepara??es e conservas de carne, de miudezas ou de sangue, da esp?cie bovina
XVII;PRODUTOS ALIMENT?CIOS;797;1707907;1602.49.00;Apresuntado
XVII;PRODUTOS ALIMENT?CIOS;800;1708000;1604;Prepara??es e conservas de peixes caviar e seus suced?neos preparados a partir de ovas de peixe exceto os descritos nos CEST 17.080.01 e 17.081.00
XVII;PRODUTOS ALIMENT?CIOS;801;1708001;1604.20.10;Outras prepara??es e conservas de atuns
XVII;PRODUTOS ALIMENT?CIOS;810;1708100;1604;Sardinha em conserva
XVII;PRODUTOS ALIMENT?CIOS;820;1708200;1605;Crust?ceos, moluscos e outros invertebrados aqu?ticos, preparados ou em conservas
XVII;PRODUTOS ALIMENT?CIOS;830;1708300;"0210.20.000210.99.001502";Carne de gado bovino, ovino e bufalino e produtos comest?veis resultantes da matan?a desse gado submetidos ? salga, secagem ou desidrata??o, exceto os descritos no CEST 17.083.01
XVII;PRODUTOS ALIMENT?CIOS;831;1708301;0210.20.00;Charque e jerkedbeef
XVII;PRODUTOS ALIMENT?CIOS;840;1708400;"0201020202040206";Carne de gado bovino, ovino e bufalino e demais produtos comest?veis resultantes da matan?a desse gado frescos, refrigerados ou congelados
XVII;PRODUTOS ALIMENT?CIOS;850;1708500;0204;Carnes de animais das esp?cies caprina, frescas, refrigeradas ou congeladas
XVII;PRODUTOS ALIMENT?CIOS;860;1708600;"0210.99.001502.10.191502.90.00";Carnes e demais produtos comest?veis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
XVII;PRODUTOS ALIMENT?CIOS;870;1708700;"020702090210.99.001501";Carnes e demais produtos comest?veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02
XVII;PRODUTOS ALIMENT?CIOS;871;1708701;"0203020602090210.1 0210.99.001501";Carnes e demais produtos comest?veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de su?nos
XVII;PRODUTOS ALIMENT?CIOS;872;1708702;"0207.10207.2";Carnes de aves inteiras e com peso unit?rio superior a 3 kg, temperadas
XVII;PRODUTOS ALIMENT?CIOS;880;1708800;0710;Produtos hort?colas, cozidos em ?gua ou vapor, congelados, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;881;1708801;0710;Produtos hort?colas, cozidos em ?gua ou vapor, congelados, em embalagens de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;890;1708900;0811;Frutas, n?o cozidas ou cozidas em ?gua ou vapor, congeladas, mesmo adicionadas de a??car ou de outros edulcorantes, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;891;1708901;0811;Frutas, n?o cozidas ou cozidas em ?gua ou vapor, congeladas, mesmo adicionadas de a??car ou de outros edulcorantes, em embalagens de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;900;1709000;2001;Produtos hort?colas, frutas e outras partes comest?veis de plantas, preparados ou conservados em vinagre ou em ?cido ac?tico, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;901;1709001;2001;Produtos hort?colas, frutas e outras partes comest?veis de plantas, preparados ou conservados em vinagre ou em ?cido ac?tico, em embalagens de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;910;1709100;2004;Outros produtos hort?colas preparados ou conservados, exceto em vinagre ou em ?cido ac?tico, congelados, com exce??o dos produtos da posi??o 20.06, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;911;1709101;2004;Outros produtos hort?colas preparados ou conservados, exceto em vinagre ou em ?cido ac?tico, congelados, com exce??o dos produtos da posi??o 20.06, em embalagens de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;920;1709200;2005;Outros produtos hort?colas preparados ou conservados, exceto em vinagre ou em ?cido ac?tico, n?o congelados, com exce??o dos produtos da posi??o 20.06, exclu?dos batata, inhame e mandioca fritos, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;921;1709201;2005;Outros produtos hort?colas preparados ou conservados, exceto em vinagre ou em ?cido ac?tico, n?o congelados, com exce??o dos produtos da posi??o 20.06, exclu?dos batata, inhame e mandioca fritos, em embalagens de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;930;1709300;2006.00.00;Produtos hort?colas, frutas, cascas de frutas e outras partes de plantas, conservados com a??car (passados por calda, glaceados ou cristalizados), em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;931;1709301;2006.00.00;Produtos hort?colas, frutas, cascas de frutas e outras partes de plantas, conservados com a??car (passados por calda, glaceados ou cristalizados), em embalagens de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;940;1709400;2007;Doces, geleias, ?marmelades?, pur?s e pastas de frutas, obtidos por cozimento, com ou sem adi??o de a??car ou de outros edulcorantes, em embalagens de conte?do inferior ou igual a 1 kg, exceto as embalagens individuais de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;941;1709401;2007;Doces, geleias, ?marmelades?, pur?s e pastas de frutas, obtidos por cozimento, com ou sem adi??o de a??car ou de outros edulcorantes, em embalagens de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;950;1709500;2008;Frutas e outras partes comest?veis de plantas, preparadas ou conservadas de outro modo, com ou sem adi??o de a??car ou de outros edulcorantes ou de ?lcool, n?o especificadas nem compreendidas em outras posi??es, exclu?dos os amendoins e castanhas tipo aperitivo, da posi??o 2008.1, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;951;1709501;2008;Frutas e outras partes comest?veis de plantas, preparadas ou conservadas de outro modo, com ou sem adi??o de a??car ou de outros edulcorantes ou de ?lcool, n?o especificadas nem compreendidas em outras posi??es, exclu?dos os amendoins e castanhas tipo aperitivo, da posi??o 2008.1, em embalagens superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;960;1709600;0901;Caf? torrado e mo?do, em embalagens de conte?do inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05
XVII;PRODUTOS ALIMENT?CIOS;961;1709601;0901;Caf? torrado e mo?do, em embalagens de conte?do superior a 2 kg
XVII;PRODUTOS ALIMENT?CIOS;962;1709602;0901;Caf? torrado em gr?o, em embalagens de conte?do inferior ou igual a 2 kg
XVII;PRODUTOS ALIMENT?CIOS;963;1709603;0901;Caf? torrado em gr?o, em embalagens de conte?do superior a 2 kg
XVII;PRODUTOS ALIMENT?CIOS;964;1709604;0901;Caf? torrado e mo?do, em c?psulas, exceto os descritos no CEST 17.096.05
XVII;PRODUTOS ALIMENT?CIOS;965;1709605;0901;Caf? descafeinado torrado e mo?do, em c?psulas
XVII;PRODUTOS ALIMENT?CIOS;970;1709700;"09021211.90.902106.90.90";Ch?, mesmo aromatizado
XVII;PRODUTOS ALIMENT?CIOS;980;1709800;0903.00;Mate
XVII;PRODUTOS ALIMENT?CIOS;990;1709900;"1701.11701.99.00";A??car refinado, em embalagens de conte?do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;991;1709901;"1701.11701.99.00";A??car refinado, em embalagens de conte?do superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;992;1709902;"1701.11701.99.00";A??car refinado, em embalagens de conte?do superior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1000;1710000;1701.91.00;A??car refinado adicionado de aromatizante ou de corante em embalagens de conte?do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;1001;1710001;1701.91.00;A??car refinado adicionado de aromatizante ou de corante em embalagens de conte?do superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1002;1710002;1701.91.00;A??car refinado adicionado de aromatizante ou de corante em embalagens de conte?do superior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1010;1710100;"1701.11701.99.00";A??car cristal, em embalagens de conte?do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;1011;1710101;"1701.11701.99.00";A??car cristal, em embalagens de conte?do superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1012;1710102;"1701.11701.99.00";A??car cristal, em embalagens de conte?do superior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1020;1710200;1701.91.00;A??car cristal adicionado de aromatizante ou de corante, em embalagens de conte?do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;1021;1710201;1701.91.00;A??car cristal adicionado de aromatizante ou de corante, em embalagens de conte?do superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1022;1710202;1701.91;A??car cristal adicionado de aromatizante ou de corante, em embalagens de conte?do superior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1030;1710300;"1701.11701.99.00";Outros tipos de a??car, em embalagens de conte?do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;1031;1710301;"1701.11701.99.00";Outros tipos de a??car, em embalagens de conte?do superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1032;1710302;"1701.11701.99.00";Outros tipos de a??car, em embalagens de conte?do superior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1040;1710400;1701.91.00;Outros tipos de a??car adicionado de aromatizante ou de corante, em embalagens de conte?do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;1041;1710401;1701.91.00;Outros tipos de a??car adicionado de aromatizante ou de corante, em embalagens de conte?do superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1042;1710402;1701.91.00;Outros tipos de a??car adicionado de aromatizante ou de corante, em embalagens de conte?do superior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1050;1710500;1702;Outros a??cares em embalagens de conte?do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;1051;1710501;1702;Outros a??cares, em embalagens de conte?do superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1052;1710502;1702;Outros a??cares, em embalagens de conte?do superior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;1060;1710600;2008.19.00;Milho para pipoca (micro-ondas)
XVII;PRODUTOS ALIMENT?CIOS;1070;1710700;2101.1;Extratos, ess?ncias e concentrados de caf? e prepara??es ? base destes extratos, ess?ncias ou concentrados ou ? base de caf?, em embalagens de conte?do inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01
XVII;PRODUTOS ALIMENT?CIOS;1071;1710701;2101.1;Extratos, ess?ncias e concentrados de caf? e prepara??es ? base destes extratos, ess?ncias ou concentrados ou ? base de caf?, em c?psulas
XVII;PRODUTOS ALIMENT?CIOS;1080;1710800;2101.20;Extratos, ess?ncias e concentrados de ch? ou de mate e prepara??es ? base destes extratos, ess?ncias ou concentrados ou ? base de ch? ou de mate, em embalagens de conte?do inferior ou igual a 500 g, exceto as bebidas prontas ? base de mate ou ch? e os itens classificados no CEST 17.108.01
XVII;PRODUTOS ALIMENT?CIOS;1081;1710801;2101.20;Extratos, ess?ncias e concentrados de ch? ou de mate e prepara??es ? base destes extratos, ess?ncias ou concentrados ou ? base de ch? ou de mate, em c?psulas
XVII;PRODUTOS ALIMENT?CIOS;1090;1710900;"1901.90.902101.11.902101.12.00";Prepara??es em p? para cappuccino e similares, em embalagens de conte?do inferior ou igual a 500 g
XVII;PRODUTOS ALIMENT?CIOS;1100;1711000;2202.10.00;Refrescos e outras bebidas prontas para beber, ? base de ch? e mate
XVII;PRODUTOS ALIMENT?CIOS;1110;1711100;2202.10.00;Refrescos e outras bebidas n?o alco?licas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00
XVII;PRODUTOS ALIMENT?CIOS;1120;1711200;2202.99.00;N?ctares de frutas e outras bebidas n?o alco?licas prontas para beber, exceto isot?nicos e energ?ticos
XVII;PRODUTOS ALIMENT?CIOS;1130;1711300;"2101.202202.99.00";Bebidas prontas ? base de mate ou ch?
XVII;PRODUTOS ALIMENT?CIOS;1140;1711400;2202.99.00;Bebidas prontas ? base de caf?
XVII;PRODUTOS ALIMENT?CIOS;1150;1711500;2202.99.00;"Bebidas alimentares prontas ? base de soja, leite ou cacau, inclusive os produtos denominados bebidas l?cteas?"
XVIII;PRODUTOS DE PAPELARIA;10;1900100;3213.10.00;Tinta guache
XVIII;PRODUTOS DE PAPELARIA;20;1900200;3916.20.00;Espiral - perfil para encaderna??o, de pl?stico e outros materiais classificados nas posi??es 3901 a 3914
XVIII;PRODUTOS DE PAPELARIA;30;1900300;"3916.10.003916.90";Outros espirais - perfil para encaderna??o, de pl?stico e outros materiais classificados nas posi??es 3901 a 3914
XVIII;PRODUTOS DE PAPELARIA;40;1900400;3926.10.00;Artigos de escrit?rio e artigos escolares de pl?stico e outros materiais classificados nas posi??es 3901 a 3914, exceto estojos
XVIII;PRODUTOS DE PAPELARIA;50;1900500;"4202.14202.9";Maletas e pastas para documentos e de estudante, e artefatos semelhantes
XVIII;PRODUTOS DE PAPELARIA;51;1900501;"4202.14202.9";Ba?s, malas e maletas para viagem
XVIII;PRODUTOS DE PAPELARIA;60;1900600;3926.90.90;Prancheta de pl?stico
XVIII;PRODUTOS DE PAPELARIA;70;1900700;"4802.20.904811.90.90";Bobina para fax
XVIII;PRODUTOS DE PAPELARIA;80;1900800;4802.54.9;Papel seda
XVIII;PRODUTOS DE PAPELARIA;90;1900900;"4802.54.994802.57.994816.20.00";Bobina para m?quina de calcular, PDV ou equipamentos similares
XVIII;PRODUTOS DE PAPELARIA;100;1901000;"4802.56.94802.57.94802.58.9";Cartolina escolar e papel cart?o, brancos e coloridos, cortados em folhas em que um lado seja inferior ou igual a 500 mm e o outro inferior ou igual a 700 mm, quando n?o dobradas, e peso igual ou superior a 120g/m? recados autoadesivos (LP note) pap?is de presente todos cortados em tamanho pronto para uso escolar e dom?stico
XVIII;PRODUTOS DE PAPELARIA;110;1901100;"3703.10.103703.10.293703.20.003703.90.103704.00.004802.20.00";Papel fotogr?fico, exceto: (i) os pap?is fotogr?ficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os pap?is fotogr?ficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotogr?fica com tecnologia ?Thermo-autochrome?, que submetido a um processo de aquecimento seja capaz de formar imagens por rea??o qu?mica e combina??o das camadas cyan, magenta e amarela
XVIII;PRODUTOS DE PAPELARIA;120;1901200;4810.13.90;Papel alma?o
XVIII;PRODUTOS DE PAPELARIA;130;1901300;4816.90.10;Papel hectogr?fico
XVIII;PRODUTOS DE PAPELARIA;140;1901400;3920.20.19;Papel celofane e tipo celofane
XVIII;PRODUTOS DE PAPELARIA;150;1901500;4806.20.00;Papel imperme?vel
XVIII;PRODUTOS DE PAPELARIA;160;1901600;4808.10.00;Papel crepon
XVIII;PRODUTOS DE PAPELARIA;170;1901700;4810.22.90;Papel fantasia
XVIII;PRODUTOS DE PAPELARIA;180;1901800;"48094816";Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de di?metro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros pap?is para c?pia ou duplica??o (inclu?dos os pap?is para est?nceis ou para chapas ofsete), est?nceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas
XVIII;PRODUTOS DE PAPELARIA;190;1901900;4817;Envelopes, aerogramas, bilhetes-postais n?o ilustrados e cart?es para correspond?ncia, de papel ou cart?o, caixas, sacos e semelhantes, de papel ou cart?o, contendo um sortido de artigos para correspond?ncia
XVIII;PRODUTOS DE PAPELARIA;200;1902000;4820.10.00;Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes
XVIII;PRODUTOS DE PAPELARIA;210;1902100;4820.20.00;Cadernos
XVIII;PRODUTOS DE PAPELARIA;220;1902200;4820.30.00;Classificadores, capas para encaderna??o (exceto as capas para livros) e capas de processos
XVIII;PRODUTOS DE PAPELARIA;230;1902300;4820.40.00;Formul?rios em blocos tipo ?manifold?, mesmo com folhas intercaladas de papel-carbono
XVIII;PRODUTOS DE PAPELARIA;240;1902400;4820.50.00;?lbuns para amostras ou para cole??es
XVIII;PRODUTOS DE PAPELARIA;250;1902500;4820.90.00;Pastas para documentos, outros artigos escolares, de escrit?rio ou de papelaria, de papel ou cart?o e capas para livros, de papel ou cart?o
XVIII;PRODUTOS DE PAPELARIA;260;1902600;4909.00.00;Cart?es postais impressos ou ilustrados, cart?es impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarni??es ou aplica??es (conhecidos como cart?es de express?o social - de ?poca/sentimento)
XVIII;PRODUTOS DE PAPELARIA;270;1902700;9608.10.00;Canetas esferogr?ficas
XVIII;PRODUTOS DE PAPELARIA;280;1902800;9608.20.00;Canetas e marcadores, com ponta de feltro ou com outras pontas porosas
XVIII;PRODUTOS DE PAPELARIA;290;1902900;9608.30.00;Canetas tinteiro
XVIII;PRODUTOS DE PAPELARIA;300;1903000;9608;Outras canetas sortidos de canetas
XVIII;PRODUTOS DE PAPELARIA;310;1903100;4802.56;Papel cortado ?cutsize? (tipo A3, A4, of?cio I e II, carta e outros)
XVIII;PRODUTOS DE PAPELARIA;320;1903200;5210.59.90;Papel camur?a
XVIII;PRODUTOS DE PAPELARIA;330;1903300;7607.11.90;"Papel laminado e papel espelho?"
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;10;2000100;1211.90.90;Henna (embalagens de conte?do inferior ou igual a 200 g)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;11;2000101;1211.90.90;Henna (embalagens de conte?do superior a 200 g)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;20;2000200;2712.10.00;Vaselina
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;30;2000300;2814.20.00;Amon?aco em solu??o aquosa (am?nia)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;40;2000400;2847.00.00;Per?xido de hidrog?nio, em embalagens de conte?do inferior ou igual a 500 ml
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;50;2000500;3006.70.00;Lubrifica??o ?ntima
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;60;2000600;3301;?leos essenciais (desterpenados ou n?o), inclu?dos os chamados ?concretos? ou ?absolutos? resinoides oleorresinas de extra??o solu??es concentradas de ?leos essenciais em gorduras, em ?leos fixos, em ceras ou em mat?rias an?logas, obtidas por tratamento de flores atrav?s de subst?ncias gordas ou por macera??o subprodutos terp?nicos residuais da desterpena??o dos ?leos essenciais ?guas destiladas arom?ticas e solu??es aquosas de ?leos essenciais, em embalagens de conte?do inferior ou igual a 500 ml
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;70;2000700;3303.00.10;Perfumes (extratos)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;80;2000800;3303.00.20;?guas-de-col?nia
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;90;2000900;3304.10.00;Produtos de maquilagem para os l?bios
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;100;2001000;3304.20.10;Sombra, delineador, l?pis para sobrancelhas e r?mel
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;110;2001100;3304.20.90;Outros produtos de maquilagem para os olhos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;120;2001200;3304.30.00;Prepara??es para manicuros e pedicuros, incluindo removedores de esmalte ? base de acetona
