CFOP;Descri????o Resumida do CFOP;Aplica????o
6120;6.120 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinat??rio pelo vendedor remetente, em venda ?? ordem;Classificam-se neste c??digo as vendas ?? ordem de mercadorias adquiridas ou recebidas de terceiros, que n??o tenham sido objeto de qualquer processo industrial no estabelecimento, entregues pelo vendedor remetente ao destinat??rio, cuja compra seja classificada, pelo adquirente origin??rio, no c??digo 2.118 - Compra de mercadoria pelo adquirente origin??rio, entregue pelo vendedor remetente ao destinat??rio, em venda ?? ordem.
6122;6.122 - Venda de produ????o do estabelecimento remetida p/ industrializa????o, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo as vendas de produtos industrializados no estabelecimento, remetidos para serem industrializados em outro estabelecimento, por conta e ordem do adquirente, sem que os produtos tenham transitado pelo estabelecimento do adquirente.
6123;6.123 - Venda de mercadoria adquirida ou recebida de terceiros remetida p/ industrializa????o, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo as vendas de mercadorias adquiridas ou recebidas de terceiros, que n??o tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas para serem industrializadas em outro estabelecimento, por conta e ordem do adquirente, sem que as mercadorias tenham transitado pelo estabelecimento do adquirente.
6124;6.124 - Industrializa????o efetuada p/ outra empresa;Classificam-se neste c??digo as sa??das de mercadorias industrializadas para terceiros, compreendendo os valores referentes aos servi??os prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial.
6125;6.125 - Industrializa????o efetuada p/ outra empresa quando a mercadoria recebida p/ utiliza????o no processo de industrializa????o n??o transitar pelo estabelecimento adquirente da mercadoria;Classificam-se neste c??digo as sa??das de mercadorias industrializadas para outras empresas, em que as mercadorias recebidas para utiliza????o no processo de industrializa????o n??o tenham transitado pelo estabelecimento do adquirente das mercadorias, compreendendo os valores referentes aos servi??os prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial.
6129;6.129 - Venda de insumo importado e de mercadoria industrializada sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped);Classificam-se neste c??digo as vendas de insumos importados e de produtos industrializados pelo pr??prio estabelecimento sob amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema P??blico de Escritura????o Digital (Recof-Sped). (AJUSTE SINIEF 5, DE 7 DE MAR??O DE 2016) efeitos a partir de 1?? de abril de 2016.
6131;6.131 - Remessa de produ????o de estabelecimento, com previs??o de posterior ajuste ou fixa????o de pre??o de ato cooperativo;Classificam-se neste c??digo as sa??das de produ????o de cooperativa, de estabelecimento de cooperado, com previs??o de posterior ajuste ou fixa????o de pre??o (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1?? de janeiro de 2018.
6132;6.132 - Fixa????o de pre??o de produ????o do estabelecimento, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o ou fixa????o de pre??o de ato cooperativo;Classificam-se neste c??digo a fixa????o de pre??o de produ????o do estabelecimento do produtor, inclusive quando cuja remessa anterior tenha sido classificada sob o c??digo ???6.131 - Remessa de produ????o de estabelecimento, com previs??o de posterior ajuste ou fixa????o de pre??o de ato cooperativo???. (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1?? de janeiro de 2018.
6151;6.151 - Transfer??ncia de produ????o do estabelecimento;"Produtos industrializado ou produzido no estabelecimento e transferido para outro estabelecimento da mesma empresa.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6152;6.152 - Transfer??ncia de mercadoria adquirida ou recebida de terceiros;Mercadoria adquirida ou recebida de terceiros para industrializa????o, comercializa????o ou utiliza????o na presta????o de servi??o e que n??o tenha sido objeto de qualquer processo industrial no estabelecimento, transferida para outro estabelecimento da mesma empresa. A partir 10 de julho de 2003. (Decreto n?? 26.020/2003)
6153;6.153 - Transfer??ncia de energia el??trica;Classificam-se neste c??digo as transfer??ncias de energia el??trica para outro estabelecimento da mesma empresa, para distribui????o.
6155;6.155 - Transfer??ncia de produ????o do estabelecimento, que n??o deva por ele transitar;Classificam-se neste c??digo as transfer??ncias para outro estabelecimento da mesma empresa, de produtos industrializados no estabelecimento que tenham sido remetidos para armaz??m geral, dep??sito fechado ou outro, sem que haja retorno ao estabelecimento depositante.
6156;6.156 - Transfer??ncia de mercadoria adquirida ou recebida de terceiros, que n??o deva por ele transitar;Classificam-se neste c??digo as transfer??ncias para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros para industrializa????o ou comercializa????o, que n??o tenham sido objeto de qualquer processo industrial, remetidas para armaz??m geral, dep??sito fechado ou outro, sem que haja retorno ao estabelecimento depositante.
6159;6.159 - Fornecimento de produ????o do estabelecimento de ato cooperativo;Classificam-se neste c??digo os fornecimentos de produtos industrializados ou produzidos pelo pr??prio estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa.
6160;6.160 - Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo;Classificam-se neste c??digo os fornecimentos de mercadorias adquiridas ou recebidas de terceiros, que n??o tenham sido objeto de qualquer processo industrial no estabelecimento de cooperativa, destinados a seus cooperados ou a estabelecimento de outra cooperativa.
6201;6.201 - Devolu????o de compra p/ industrializa????o ou produ????o rural;"Devolu????o de mercadoria adquirida para ser utilizada em processo de industrializa????o ou produ????o rural, cuja entrada tenha sido classificada como ""1.101 - Compra para industrializa????o ou produ????o rural"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6202;6.202 - Devolu????o de compra p/ comercializa????o;Classificam-se neste c??digo as devolu????es de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercializa????o.
6205;6.205 - Anula????o de valor relativo a aquisi????o de servi??o de comunica????o;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes das aquisi????es de servi??os de comunica????o.
6206;6.206 - Anula????o de valor relativo a aquisi????o de servi??o de transporte;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes das aquisi????es de servi??os de transporte.
6207;6.207 - Anula????o de valor relativo ?? compra de energia el??trica;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes da compra de energia el??trica.
6208;6.208 - Devolu????o de mercadoria recebida em transfer??ncia p/ industrializa????o ou produ????o rural;"Devolu????o de mercadoria recebida em transfer??ncia de outro estabelecimento da mesma empresa, para ser utilizada em processo de industrializa????o ou produ????o rural.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6209;6.209 - Devolu????o de mercadoria recebida em transfer??ncia p/ comercializa????o;Classificam-se neste c??digo as devolu????es de mercadorias recebidas em transfer??ncia de outro estabelecimento da mesma empresa, para serem comercializadas.
6210;6.210 - Devolu????o de compra p/ utiliza????o na presta????o de servi??o;Classificam-se neste c??digo as devolu????es de mercadorias adquiridas para utiliza????o na presta????o de servi??os, cujas entradas tenham sido classificadas nos c??digos ???2.126 - Compra para utiliza????o na presta????o de servi??o sujeita ao ICMS??? e ???2.128 Compra para utiliza????o na presta????o de servi??o sujeita ao ISSQN??? (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010).Vejamais[p4] efeitos a partir de 1?? de janeiro de 2011??? DECRETO 36.465/2011.
6213;6.213 - Devolu????o de entrada de mercadoria com previs??o de posterior ajuste ou fixa????o de pre??o, em ato cooperativo;"Classificam-se neste c??digo as devolu????es de entradas que tenham sido classificadas no c??digo ???2.131 - Entrada de mercadoria com previs??o de posterior ajuste ou fixa????o de pre??o, decorrente de opera????o de ato cooperativo."" (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1?? de janeiro de 2018."
6214;6.214 - Devolu????o de fixa????o de pre??o de produ????o do estabelecimento produtor, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o, de ato cooperativo, para comercializa????o;"Classificam-se neste c??digo as devolu????es de fixa????o de pre??o de mercadorias do estabelecimento produtor cuja entrada para comercializa????o tenha sido classificada no c??digo ???2.132 - Fixa????o de pre??o de produ????o do estabelecimento produtor, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o de ato cooperativo."" (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1?? de janeiro de 2018."
6215;6.215 - Devolu????o de fixa????o de pre??o de produ????o do estabelecimento produtor, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o, de ato cooperativo para industrializa????o;"Classificam-se neste c??digo as devolu????es de fixa????o de pre??o de mercadorias do estabelecimento produtor cuja entrada para industrializa????o tenha sido classificada no c??digo ???2.135 - Fixa????o de pre??o de produ????o do estabelecimento produtor, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o de ato cooperativo."" (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1?? de janeiro de 2018."
6216;6.216 - Devolu????o de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo;Classificam-se neste c??digo as devolu????es de entradas decorrentes de fornecimento de produtos ou mercadorias por estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujo fornecimento tenha sido classificado no c??digo 2.159 - Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo.
6251;6.251 - Venda de energia el??trica p/ distribui????o ou comercializa????o;Classificam-se neste c??digo as vendas de energia el??trica destinada ?? distribui????o ou comercializa????o. Tamb??m ser??o classificadas neste c??digo as vendas de energia el??trica destinada a cooperativas para distribui????o aos seus cooperados.
6252;6.252 - Venda de energia el??trica p/ estabelecimento industrial;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento industrial. Tamb??m ser??o classificadas neste c??digo as vendas de energia el??trica destinada a estabelecimento industrial de cooperativa.
6253;6.253 - Venda de energia el??trica p/ estabelecimento comercial;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento comercial. Tamb??m ser??o classificadas neste c??digo as vendas de energia el??trica destinada a estabelecimento comercial de cooperativa.
6254;6.254 - Venda de energia el??trica p/ estabelecimento prestador de servi??o de transporte;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento de prestador de servi??os de transporte.
6255;6.255 - Venda de energia el??trica p/ estabelecimento prestador de servi??o de comunica????o;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento de prestador de servi??os de comunica????o.
6256;6.256 - Venda de energia el??trica p/ estabelecimento de produtor rural;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento de produtor rural.
6257;6.257 - Venda de energia el??trica p/ consumo por demanda contratada;Classificam-se neste c??digo as vendas de energia el??trica para consumo por demanda contratada, que prevalecer?? sobre os demais c??digos deste subgrupo.
6258;6.258 - Venda de energia el??trica a n??o contribuinte;Classificam-se neste c??digo as vendas de energia el??trica a pessoas f??sicas ou a pessoas jur??dicas n??o indicadas nos c??digos anteriores.
6301;6.301 - Presta????o de servi??o de comunica????o p/ execu????o de servi??o da mesma natureza;Classificam-se neste c??digo as presta????es de servi??os de comunica????o destinados ??s presta????es de servi??os da mesma natureza.
6302;6.302 - Presta????o de servi??o de comunica????o a estabelecimento industrial;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento industrial. Tamb??m ser??o classificados neste c??digo os servi??os de comunica????o prestados a estabelecimento industrial de cooperativa.
6303;6.303 - Presta????o de servi??o de comunica????o a estabelecimento comercial;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento comercial. Tamb??m ser??o classificados neste c??digo os servi??os de comunica????o prestados a estabelecimento comercial de cooperativa.
6304;6.304 - Presta????o de servi??o de comunica????o a estabelecimento de prestador de servi??o de transporte;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento prestador de servi??o de transporte.
6305;6.305 - Presta????o de servi??o de comunica????o a estabelecimento de geradora ou de distribuidora de energia el??trica;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento de geradora ou de distribuidora de energia el??trica.
6306;6.306 - Presta????o de servi??o de comunica????o a estabelecimento de produtor rural;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento de produtor rural.
6307;6.307 - Presta????o de servi??o de comunica????o a n??o contribuinte;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a pessoas f??sicas ou a pessoas jur??dicas n??o indicadas nos c??digos anteriores.
6351;6.351 - Presta????o de servi??o de transporte p/ execu????o de servi??o da mesma natureza;Classificam-se neste c??digo as presta????es de servi??os de transporte destinados ??s presta????es de servi??os da mesma natureza.
6352;6.352 - Presta????o de servi??o de transporte a estabelecimento industrial;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento industrial. Tamb??m ser??o classificados neste c??digo os servi??os de transporte prestados a estabelecimento industrial de cooperativa.
6353;6.353 - Presta????o de servi??o de transporte a estabelecimento comercial;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento comercial. Tamb??m ser??o classificados neste c??digo os servi??os de transporte prestados a estabelecimento comercial de cooperativa.
6354;6.354 - Presta????o de servi??o de transporte a estabelecimento de prestador de servi??o de comunica????o;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento prestador de servi??os de comunica????o.
6355;6.355 - Presta????o de servi??o de transporte a estabelecimento de geradora ou de distribuidora de energia el??trica;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento de geradora ou de distribuidora de energia el??trica.
6356;6.356 - Presta????o de servi??o de transporte a estabelecimento de produtor rural;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento de produtor rural.
6357;6.357 - Presta????o de servi??o de transporte a n??o contribuinte;Classificam-se neste c??digo as presta????es de servi??os de transporte a pessoas f??sicas ou a pessoas jur??dicas n??o indicadas nos c??digos anteriores.
6359;6.359 - Presta????o de servi??o de transporte a contribuinte ou a n??o-contribuinte, quando a mercadoria transportada esteja dispensada de emiss??o de Nota Fiscal;Presta????o de servi??o de transporte a contribuinte ou a n??o-contribuinte, quando n??o existir a obriga????o legal de emiss??o de Nota Fiscal para a mercadoria transportada. (ACR Ajuste SINIEF 03/2004) (DECRETO N?? 26.810/2004) (a partir de 01.01.2005)
6360;6.360 - Presta????o de servi??o de transporte a contribuinte substituto em rela????o ao servi??o de transporte;Presta????o de servi??o de transporte a contribuinte a quem tenha sido atribu??da a condi????o de contribuinte-substituto em rela????o ao imposto incidente na presta????o dos servi??os. (Ajuste SINIEF 03/2008) (Decreto n?? 32.653, de 14.11.2008) a partir de 01.05.2008
6401;6.401 - Venda de produ????o do estabelecimento quando o produto sujeito a ST;"Venda de produto industrializado ou produzido no estabelecimento, quando o produto estiver sujeito ao regime de substitui????o tribut??ria, bem como a venda de produto industrializado por estabelecimento industrial ou rural de cooperativa, quando o produto estiver sujeito ao referido regime.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6402;6.402 - Venda de produ????o do estabelecimento de produto sujeito a ST, em opera????o entre contribuintes substitutos do mesmo produto;Classificam-se neste c??digo as vendas de produtos sujeitos ao regime de substitui????o tribut??ria industrializados no estabelecimento, em opera????es entre contribuintes substitutos do mesmo produto.
6403;6.403 - Venda de mercadoria adquirida ou recebida de terceiros em opera????o com mercadoria sujeita a ST, na condi????o de contribuinte substituto;Classificam-se neste c??digo as vendas de mercadorias adquiridas ou recebidas de terceiros, na condi????o de contribuinte substituto, em opera????o com mercadorias sujeitas ao regime de substitui????o tribut??ria.
6404;6.404 - Venda de mercadoria sujeita a ST, cujo imposto j?? tenha sido retido anteriormente;Classificam-se neste c??digo as vendas de mercadorias sujeitas ao regime de substitui????o tribut??ria, na condi????o de substituto tribut??rio, exclusivamente nas hip??teses em que o imposto j?? tenha sido retido anteriormente.
6408;6.408 - Transfer??ncia de produ????o do estabelecimento quando o produto sujeito a ST;"Transfer??ncia de produto industrializado ou produzido no estabelecimento, para outro estabelecimento da mesma empresa, quando o produto estiver sujeito ao regime de substitui????o tribut??ria.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6409;6.409 - Transfer??ncia de mercadoria adquirida ou recebida de terceiros, sujeita a ST;Classificam-se neste c??digo as transfer??ncias para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros que n??o tenham sido objeto de qualquer processo industrial no estabelecimento, em opera????es com mercadorias sujeitas ao regime de substitui????o tribut??ria.
6410;6.410 - Devolu????o de compra p/ industrializa????o ou ptrodu????o rural quando a mercadoria sujeita a ST;"Devolu????o de mercadoria adquirida para ser utilizada em processo de industrializa????o ou produ????o rural, cuja entrada tenha sido classificada como ""Compra para industrializa????o ou produ????o rural de mercadoria sujeita ao regime de substitui????o tribut??ria"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6411;6.411 - Devolu????o de compra p/ comercializa????o em opera????o com mercadoria sujeita a ST;Classificam-se neste c??digo as devolu????es de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercializa????o em opera????o com mercadoria sujeita ao regime de substitui????o tribut??ria.
6412;6.412 - Devolu????o de bem do ativo imobilizado, em opera????o com mercadoria sujeita a ST;Classificam-se neste c??digo as devolu????es de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada no c??digo 2.406 - Compra de bem para o ativo imobilizado cuja mercadoria est?? sujeita ao regime de substitui????o tribut??ria.
6413;6.413 - Devolu????o de mercadoria destinada ao uso ou consumo, em opera????o com mercadoria sujeita a ST;Classificam-se neste c??digo as devolu????es de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no c??digo 2.407 - Compra de mercadoria para uso ou consumo cuja mercadoria est?? sujeita ao regime de substitui????o tribut??ria.
6414;6.414 - Remessa de produ????o do estabelecimento p/ venda fora do estabelecimento, quando o produto sujeito a ST;"Remessa de produto industrializado ou produzido pelo estabelecimento para ser vendido fora do estabelecimento, inclusive por meio de ve??culo, quando o mencionado produto estiver sujeito ao regime de substitui????o tribut??ria.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6415;6.415 - Remessa de mercadoria adquirida ou recebida de terceiros p/ venda fora do estabelecimento, quando a referida ra????o com mercadoria sujeita a ST;Remessa de mercadoria adquirida ou recebida de terceiro para serem vendida fora do estabelecimento, inclusive por meio de ve??culo, quando a referida mercadorias estiver sujeita ao regime de substitui????o tribut??ria.
6451;6.451 - Remessa de animal - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ?? remessa de animais para cria????o, recria????o, produ????o ou engorda emestabelecimento de produtor no sistema integrado e de produ????o animal, inclusive em sistema de confinamento. Tamb??m ser??oclassificadas neste c??digo as remessas decorrentes de ???ato cooperativo???, inclusive as opera????es entre cooperativa singular e cooperativacentral."
6452;6.452 - Remessa de insumo - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ?? remessa de insumos para utiliza????o em estabelecimento de produtor no sistemaintegrado e de produ????o animal, para cria????o, recria????o ou engorda, inclusive em sistema de confinamento. Tamb??m ser??o classificadasneste c??digo as remessas decorrentes de ???ato cooperativo???, inclusive as opera????es entre cooperativa singular e cooperativa central."
6453;6.453 - Retorno de animal ou da produ????o - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ao retorno da produ????o, bem como de animais criados, recriados ou engordados peloprodutor no sistema integrado e de produ????o animal, inclusive em sistema de confinamento. Tamb??m ser??o classificados neste c??digoos retornos decorrentes de ???ato cooperativo???, inclusive as opera????es entre cooperativa singular e cooperativa central."
6454;6.454 - Retorno simb??lico de animal ou da produ????o - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ao retorno simb??lico da produ????o, bem como de animais criados ou engordados peloprodutor no sistema integrado e de produ????o animal, inclusive em sistema de confinamento."
6455;6.455 - Retorno de insumos n??o utilizados na produ????o - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ao retorno de insumos n??o utilizados em estabelecimento de produtor no sistemaintegrado e de produ????o animal, para cria????o, recria????o ou engorda, inclusive em sistema de confinamento, e nas opera????es entrecooperativa singular e cooperativa central
6456;6.456 - Sa??da referente a remunera????o do produtor - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das da parcela da produ????o do produtor realizadas em sistema de integra????o e produ????o animal,quando da entrega ao integrador ou parceiro. Tamb??m ser??o classificadas neste c??digo as sa??das decorrentes de ???ato cooperativo???,inclusive as opera????es entre cooperativa singular e cooperativa central.???."
6501;6.501 - Remessa de produ????o do estabelecimento, com fim espec??fico de exporta????o;"Sa??da de produto industrializado ou produzido pelo estabelecimento, remetido com fim espec??fico de exporta????o a ""trading company"", empresa comercial exportadora ou outro estabelecimento do remetente.(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - a sua aplica????o ser?? obrigat??ria em rela????o aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de janeiro a 30 de junho de 2006)"
6502;6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim espec??fico de exporta????o;Classificam-se neste c??digo as sa??das de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim espec??fico de exporta????o a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.
6503;6.503 - Devolu????o de mercadoria recebida com fim espec??fico de exporta????o;Classificam-se neste c??digo as devolu????es efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinat??rio, de mercadorias recebidas com fim espec??fico de exporta????o, cujas entradas tenham sido classificadas no c??digo 2.501 - Entrada de mercadoria recebida com fim espec??fico de exporta????o.
6504;6.504 - Remessa de mercadoria p/ forma????o de lote de exporta????o, de produto industrializado ou produzido pelo pr??prio estabelecimento.;"Remessa de mercadoria para forma????o de lote de exporta????o, de produto industrializado ou produzido pelo pr??prio estabelecimento.(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplica????o ser?? obrigat??ria em rela????o aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de janeiro a 30 de junho de 2006)"
6505;6.505 - Remessa de mercadoria, adquirida ou recebida de terceiros, p/ forma????o de lote de exporta????o.;"Remessa de mercadoria, adquirida ou recebida de terceiros, para forma????o de lote de exporta????o.(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplica????o ser?? obrigat??ria em rela????o aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de janeiro a 30 de junho de 2006)"
6551;6.551 - Venda de bem do ativo imobilizado;Vendas de bem integrante do ativo imobilizado do estabelecimento. ???a partir 01.01.2004- Decreto N?? 26.174 de 26/11/2003
6552;6.552 - Transfer??ncia de bem do ativo imobilizado;Transfer??ncia de bem do ativo imobilizado para outro estabelecimento da mesma empresa. ???a partir 01.01.2004- Decreto N?? 26.174 de 26/11/2003
6553;6.553 - Devolu????o de compra de bem p/ o ativo imobilizado;Devolu????o de bem adquirido para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no c??digo 2.551 - Compra de bem para o ativo imobilizado. ???a partir 01.01.2004- Decreto N?? 26.174 de 26/11/2003
6554;6.554 - Remessa de bem do ativo imobilizado p/ uso fora do estabelecimento;Remessa de bem do ativo imobilizado para uso fora do estabelecimento. ???a partir 01.01.2004- Decreto N?? 26.174 de 26/11/2003
6555;6.555 - Devolu????o de bem do ativo imobilizado de terceiro, recebido p/ uso no estabelecimento;Sa??da em devolu????o, de bem do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no c??digo 2.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento. ???a partir 01.01.2004- Decreto N?? 26.174 de 26/11/2003
6556;6.556 - Devolu????o de compra de material de uso ou consumo;Devolu????o de mercadoria destinada ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no c??digo 2.556 - compra de material para uso ou consumo ???a partir 01.01.2004- Decreto N?? 26.174 de 26/11/2003
6557;6.557 - Transfer??ncia de material de uso ou consumo;Transfer??ncia de material de uso ou consumo para outro estabelecimento da mesma empresa. ???a partir 01.01.2004- Decreto N?? 26.174 de 26/11/2003
6603;6.603 - Ressarcimento de ICMS retido por substitui????o tribut??ria;Classificam-se neste c??digo os lan??amentos destinados ao registro de ressarcimento de ICMS retido por substitui????o tribut??ria a contribuinte substitu??do, efetuado pelo contribuinte substituto, nas hip??teses previstas na legisla????o aplic??vel.
6651;6.651 - Venda de combust??vel ou lubrificante, de produ????o do estabelecimento, destinados ?? industrializa????o subseq??ente;"Venda de combust??vel ou lubrificante, industrializados no estabelecimento e destinados ?? industrializa????o do pr??prio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 6.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
6652;6.652 - Venda de combust??vel ou lubrificante, de produ????o do estabelecimento, destinados ?? comercializa????o;"Venda de combust??vel ou lubrificante, industrializados no estabelecimento e destinados ?? comercializa????o, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 6.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
6653;6.653 - Venda de combust??vel ou lubrificante, de produ????o do estabelecimento, destinados a consumidor ou usu??rio final;"Venda de combust??vel ou lubrificante, industrializados no estabelecimento e destinados a consumo em processo de industrializa????o de outro produto, ?? presta????o de servi??o ou a usu??rio final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 6.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
6654;6.654 - Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados ?? industrializa????o subseq??ente;"Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados ?? industrializa????o do pr??prio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
